year,rank,title,distributor,rental_usd,rental_display,film_wikipedia_url,source_page_url,source_table,poster_lookup_status,poster_wikipedia_page_title,poster_wikipedia_file,poster_image_url,poster_thumbnail_url,poster_source_page_url,poster_file_page_url,local_poster_path,last_updated,metadata_status,metadata_error,metadata_last_updated,wikipedia_page_title,wikipedia_display_title,wikipedia_url,director,producer,writer,based_on,starring,music_by,cinematography,editing,studio,release_date,runtime,country,language,budget,box_office,imdb_rating,imdb_rating_count,imdb_url,rotten_tomatoes_score,rotten_tomatoes_review_count,rotten_tomatoes_average_rating,rottentomatoes_url,wikipedia_tags
1955,1,Cinerama Holiday,Cinerama Releasing Corporation,10000000,"$10,000,000",https://en.wikipedia.org/wiki/Cinerama_Holiday,https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,manual_import,Cinerama Holiday,,,,https://en.wikipedia.org/wiki/Cinerama_Holiday,,covers/1955_1_cinerama_holiday.jpg,2026-05-21T13:35:11,ok,,2026-05-25T14:50:18,Cinerama Holiday,Cinerama Holiday,https://en.wikipedia.org/wiki/Cinerama_Holiday,Robert L. Bendick Philippe De Lacy,,,,Fred Troller Beatrice Troller John Marsh Betty Marsh,Morton Gould with additional music by Jack Shaindlin and Nathan Van Cleave,Joseph C. Brun Harry Squire,Jack McCay Fredrick Y. Smith Les Zackling,,1955-02-08,119 minutes,United States,English,$1.5 million,$29.6 million,,,https://www.imdb.com/title/tt0047939/,,,,,"1955 films | 1955 documentary films | Cinerama | Films set in Paris | Films set in Switzerland | Films set in the Alps | Films set in the United States | Films set in the Las Vegas Valley | Films set in New Orleans | Films set in New York City | Films set in San Francisco | Films set in Washington, D.C. | 1955 English-language films | American documentary films | Films scored by Morton Gould | English-language documentary films"
1955,2,Mister Roberts,Warner Bros. Pictures,8500000,"$8,500,000",https://en.wikipedia.org/wiki/Mister_Roberts_(1955_film),https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,Mister Roberts (1955 film),Mister Roberts (1955 movie poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Mister_Roberts_%281955_movie_poster%29.jpg/250px-Mister_Roberts_%281955_movie_poster%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Mister_Roberts_%281955_movie_poster%29.jpg/250px-Mister_Roberts_%281955_movie_poster%29.jpg,https://en.wikipedia.org/wiki/Mister_Roberts_%281955_film%29,https://en.wikipedia.org/wiki/File:Mister_Roberts_%281955_movie_poster%29.jpg,covers/1955_2_mister_roberts.jpg,2026-05-21T13:26:48,ok,,2026-05-25T15:01:07,Mister Roberts (1955 film),Mister Roberts (1955 film),https://en.wikipedia.org/wiki/Mister_Roberts_(1955_film),John Ford Mervyn LeRoy Joshua Logan (uncredited),Leland Hayward,Frank S. Nugent Joshua Logan,Mister Roberts (1946 novel) by Thomas Heggen; Mister Roberts (1948 play) by Thomas Heggen Joshua Logan,Henry Fonda James Cagney William Powell Jack Lemmon,Franz Waxman,Winton C. Hoch,Jack Murray,,1955-07-30,"120, 123, or 120-121, 123 or 126 minutes",United States,English,$2.3 million,$21.2 million,,,https://www.imdb.com/title/tt0048380/,,,,https://www.rottentomatoes.com/m/1014061-mister_roberts,1955 films | Rotten Tomatoes ID same as Wikidata | 1955 comedy-drama films | American comedy-drama films | American films based on plays | Films scored by Franz Waxman | Films adapted into television shows | Films based on adaptations | Films based on American novels | Films about the United States Navy in World War II | Films directed by John Ford | Films directed by Mervyn LeRoy | Films featuring a Best Supporting Actor Academy Award–winning performance | Films set in the 1940s | Military comedy films | Pacific War films | Warner Bros. films | American World War II films | American CinemaScope films | 1955 English-language films | 1955 American films | English-language comedy-drama films
1955,3,Battle Cry,Warner Bros.,8000000,"$8,000,000",https://en.wikipedia.org/wiki/Battle_Cry_(film),https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,Battle Cry (film),Battle Cry DVD cover.jpeg,https://upload.wikimedia.org/wikipedia/en/5/5c/Battle_Cry_DVD_cover.jpeg,https://upload.wikimedia.org/wikipedia/en/5/5c/Battle_Cry_DVD_cover.jpeg,https://en.wikipedia.org/wiki/Battle_Cry_%28film%29,https://en.wikipedia.org/wiki/File:Battle_Cry_DVD_cover.jpeg,covers/1955_3_battle_cry.jpg,2026-05-21T13:26:48,ok,,2026-05-25T15:01:07,Battle Cry (film),Battle Cry (film),https://en.wikipedia.org/wiki/Battle_Cry_(film),Raoul Walsh,Jack L. Warner Raoul Walsh,Leon Uris,"Battle Cry (Uris novel) (Battle Cry, Leon Uris)","Van Heflin, Aldo Ray, Mona Freeman, Nancy Olson, James Whitmore, Raymond Massey, Tab Hunter, Dorothy Malone, Anne Francis",Max Steiner,Sidney Hickox,William H. Ziegler,,1955-03-12,149 minutes,United States,English Navajo,,$8 million (US/ Canada rentals),,,https://www.imdb.com/title/tt0047860/,,,,https://www.rottentomatoes.com/m/Battle_cry,1955 films | Rotten Tomatoes ID same as Wikidata | 1955 English-language films | Navajo-language films | Films about Native Americans | Films scored by Max Steiner | Films based on American novels | Films based on military novels | Films directed by Raoul Walsh | Films set in 1942 | Pacific War films | Films about the United States Marine Corps | American war drama films | American World War II films | 1950s war drama films | Films shot in Philadelphia | American CinemaScope films | Warner Bros. films | 1955 drama films | Films set in San Diego | 1955 American films | English-language war drama films
1955,4,"20,000 Leagues Under the Sea",Buena Vista Distribution,8000000,"$8,000,000","https://en.wikipedia.org/wiki/20,000_Leagues_Under_the_Sea_(1954_film)",https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,"20,000 Leagues Under the Sea (1954 film)",20000leaguesposter.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/20000leaguesposter.jpg/250px-20000leaguesposter.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/20000leaguesposter.jpg/250px-20000leaguesposter.jpg,https://en.wikipedia.org/wiki/20%2C000_Leagues_Under_the_Sea_%281954_film%29,https://en.wikipedia.org/wiki/File:20000leaguesposter.jpg,covers/1955_4_20_000_leagues_under_the_sea.jpg,2026-05-21T13:26:48,ok,,2026-05-25T15:01:10,"20,000 Leagues Under the Sea (1954 film)","20,000 Leagues Under the Sea (1954 film)","https://en.wikipedia.org/wiki/20,000_Leagues_Under_the_Sea_(1954_film)",Richard Fleischer,Walt Disney,Earl Felton,Twenty Thousand Leagues Under the Seas (Jules Verne),Kirk Douglas James Mason Paul Lukas Peter Lorre,Paul Smith,Franz Planer,Elmo Williams,Walt Disney Productions,1954-12-23,127 minutes,United States,English,$5 million,$28.2 million,,,https://www.imdb.com/title/tt0694633/movieconnections/?ref_=tt_dyk_cnn,91%,32,7.70/10,https://www.rottentomatoes.com/m/1000079-20000_leagues_under_the_sea/,1954 films | Articles lacking reliable references from October 2018 | 1954 children's films | 1950s science fiction adventure films | American science fiction adventure films | 1954 English-language films | Films adapted into comics | Films based on Twenty Thousand Leagues Under the Seas | Films based on science fiction novels | Films directed by Richard Fleischer | Films produced by Walt Disney | Films scored by Paul Smith (composer) | Films set in San Francisco | Films set in the Pacific Ocean | Films set in 1868 | Films shot in Jamaica | Films shot in the Bahamas | Films that won the Best Visual Effects Academy Award | Films whose production designer won the Best Production Design Academy Award | Sea adventure films | Underwater civilizations in fiction | Walt Disney Pictures films | American CinemaScope films | Films set in New Guinea | 1954 American films | English-language science fiction adventure films | 1954 science fiction films
1955,5,Not as a Stranger,United Artists,7100000,"$7,100,000",https://en.wikipedia.org/wiki/Not_as_a_Stranger,https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,Not as a Stranger,Naas1955.jpg,https://upload.wikimedia.org/wikipedia/en/0/00/Naas1955.jpg,https://upload.wikimedia.org/wikipedia/en/0/00/Naas1955.jpg,https://en.wikipedia.org/wiki/Not_as_a_Stranger,https://en.wikipedia.org/wiki/File:Naas1955.jpg,covers/1955_5_not_as_a_stranger.jpg,2026-05-21T13:26:48,ok,,2026-05-25T15:01:12,Not as a Stranger,Not as a Stranger,https://en.wikipedia.org/wiki/Not_as_a_Stranger,Stanley Kramer,Stanley Kramer,Edna Anhalt Edward Anhalt,Not as a Stranger 1954 novel (Morton Thompson),Olivia de Havilland Robert Mitchum Frank Sinatra Gloria Grahame Broderick Crawford Lee Marvin,George Antheil,Franz Planer,Frederic Knudtson,Stanley Kramer Productions,1955-06-28,135 minutes,United States,English,$1.5 million,$6.2 million (US and Canada rentals),,,https://www.imdb.com/title/tt0048432/,,,,,1955 films | 1954 American novels | American novels adapted into films | Medical novels | 1955 romantic drama films | American romantic drama films | American black-and-white films | 1955 English-language films | Films scored by George Antheil | Films based on American novels | Films directed by Stanley Kramer | Films produced by Stanley Kramer | Medical-themed films | United Artists films | Films with screenplays by Edward Anhalt | Film noir | Films with screenplays by Edna Anhalt | Films about medical doctors | 1955 directorial debut films | 1955 American films | English-language romantic drama films
1955,6,The Country Girl,Paramount Pictures,6900000,"$6,900,000",https://en.wikipedia.org/wiki/The_Country_Girl_(1954_film),https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,The Country Girl (1954 film),The country girl.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/The_country_girl.jpg/250px-The_country_girl.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/The_country_girl.jpg/250px-The_country_girl.jpg,https://en.wikipedia.org/wiki/The_Country_Girl_%281954_film%29,https://en.wikipedia.org/wiki/File:The_country_girl.jpg,covers/1955_6_the_country_girl.jpg,2026-05-21T13:26:48,ok,,2026-05-25T15:01:14,The Country Girl (1954 film),The Country Girl (1954 film),https://en.wikipedia.org/wiki/The_Country_Girl_(1954_film),George Seaton,William Perlberg,George Seaton,"The Country Girl (1950 play) (The Country Girl, Clifford Odets)",Bing Crosby Grace Kelly William Holden,Victor Young,John F. Warren,Ellsworth Hoagland,Perlberg-Seaton Productions,1954-12-11 (Los Angeles); 1955-05-17 (United States),104 minutes,United States,English,,$6.5 million (estimation U.S./Canada rentals),,,https://www.imdb.com/title/tt0046874/,,,,https://www.rottentomatoes.com/m/1004798-country_girl,1954 films | Rotten Tomatoes ID same as Wikidata | Rotten Tomatoes template using name parameter | 1954 drama films | 1954 English-language films | 1950s musical drama films | American black-and-white films | American films based on plays | American musical drama films | Films about actors | Films about alcoholism | Films about grief | Films about marriage | Films about musical theatre | Films based on works by Clifford Odets | Films directed by George Seaton | Films featuring a Best Actress Academy Award–winning performance | Films featuring a Best Drama Actress Golden Globe–winning performance | Films produced by William Perlberg | Films scored by Victor Young | Films with songs by Ira Gershwin | Films set in Boston | Films set in New York City | Films whose writer won the Best Adapted Screenplay Academy Award | Paramount Pictures films | 1954 American films | English-language musical drama films
1955,7,Lady and the Tramp,Buena Vista Film Distribution,6500000,"$6,500,000",https://en.wikipedia.org/wiki/Lady_and_the_Tramp,https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,Lady and the Tramp,Lady-and-tramp-1955-poster.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Lady-and-tramp-1955-poster.jpg/250px-Lady-and-tramp-1955-poster.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Lady-and-tramp-1955-poster.jpg/250px-Lady-and-tramp-1955-poster.jpg,https://en.wikipedia.org/wiki/Lady_and_the_Tramp,https://en.wikipedia.org/wiki/File:Lady-and-tramp-1955-poster.jpg,covers/1955_7_lady_and_the_tramp.jpg,2026-05-21T13:26:48,ok,,2026-05-25T14:59:59,Lady and the Tramp,Lady and the Tramp,https://en.wikipedia.org/wiki/Lady_and_the_Tramp,Hamilton Luske Clyde Geronimi Wilfred Jackson,Walt Disney,Erdman Penner Joe Rinaldi Ralph Wright Don DaGradi,"""Happy Dan, the Cynical Dog"" (Ward Greene)","Peggy Lee Barbara Luddy Larry Roberts (actor), Larry Roberts Bill Thompson (voice actor), Bill Thompson Bill Baucom Stan Freberg Verna Felton Alan Reed George Givot Dallas McKennon Lee Millar The Mellomen",Oliver Wallace,,Don Halliday,Walt Disney Productions,1955-06-22,76 minutes,United States,English,$4 million,$187 million,,,https://www.imdb.com/title/tt0048280/,,,,https://www.rottentomatoes.com/m/lady_and_the_tramp,IMDb ID (Cite Mojo) different from Wikidata | Webarchive template wayback links | Wikipedia pages semi-protected against vandalism | 1955 films | Album articles lacking alt text for covers | Rotten Tomatoes ID same as Wikidata | Lady and the Tramp | 1950s romantic musical films | 1955 American animated films | 1955 children's films | 1955 English-language films | 1955 romantic comedy films | American children's animated musical films | American CinemaScope films | American romantic comedy films | American romantic musical films | Animated films about dogs | Animated films about prejudice | Animated films about talking animals | Animated films based on short fiction | Animated films set in the 1900s | Animated films set in the 1910s | Animated films set in the United States | Animated romance films | English-language romantic comedy films | English-language romantic musical films | Fictional couples | Films about pets | Films directed by Clyde Geronimi | Films directed by Hamilton Luske | Films directed by Wilfred Jackson | Films produced by Walt Disney | Films scored by Oliver Wallace | Films set in 1909 | Films set in 1910 | Films with screenplays by Don DaGradi | Films with screenplays by Erdman Penner | Films with screenplays by Joe Rinaldi | Films with screenplays by Ralph Wright | Rotoscoped films | United States National Film Registry films | Walt Disney Animation Studios films | Xenofiction films
1955,8,Strategic Air Command,Paramount Pictures,6500000,"$6,500,000",https://en.wikipedia.org/wiki/Strategic_Air_Command_(film),https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,Strategic Air Command (film),Strategic Air Command - 1955- Poster.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Strategic_Air_Command_-_1955-_Poster.png/250px-Strategic_Air_Command_-_1955-_Poster.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Strategic_Air_Command_-_1955-_Poster.png/250px-Strategic_Air_Command_-_1955-_Poster.png,https://en.wikipedia.org/wiki/Strategic_Air_Command_%28film%29,https://en.wikipedia.org/wiki/File:Strategic_Air_Command_-_1955-_Poster.png,covers/1955_8_strategic_air_command.jpg,2026-05-21T13:26:48,ok,,2026-05-25T14:50:18,Strategic Air Command (film),Strategic Air Command (film),https://en.wikipedia.org/wiki/Strategic_Air_Command_(film),Anthony Mann,Samuel J. Briskin,Valentine Davies Beirne Lay Jr.,,James Stewart June Allyson Frank Lovejoy Barry Sullivan Alex Nicol Bruce Bennett,Victor Young,William H. Daniels,Eda Warren,Paramount Pictures,1955-03-25,114 minutes,United States,English,,$6.5 million (U.S. and Canada rentals),,,https://www.imdb.com/title/tt0048667/,,,,http://www.rottentomatoes.com/m/strategic_air_command/,"1955 films | Cold War aviation films | Films scored by Victor Young | Films about nuclear war and weapons | Films directed by Anthony Mann | Paramount Pictures films | Strategic Air Command | Films about the United States Air Force | Films produced by Samuel J. Briskin | 1955 English-language films | 1955 American films | Films set in Fort Worth, Texas | Films set in St. Petersburg, Florida | VistaVision films"
1955,9,To Hell and Back,Universal Pictures,6000000,"$6,000,000",https://en.wikipedia.org/wiki/To_Hell_and_Back_(film),https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,To Hell and Back (film),To-Hell-and-Back-Poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/To-Hell-and-Back-Poster.jpg/250px-To-Hell-and-Back-Poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/To-Hell-and-Back-Poster.jpg/250px-To-Hell-and-Back-Poster.jpg,https://en.wikipedia.org/wiki/To_Hell_and_Back_%28film%29,https://en.wikipedia.org/wiki/File:To-Hell-and-Back-Poster.jpg,covers/1955_9_to_hell_and_back.jpg,2026-05-21T13:26:48,ok,,2026-05-25T14:50:18,To Hell and Back (film),To Hell and Back (film),https://en.wikipedia.org/wiki/To_Hell_and_Back_(film),Jesse Hibbs,Aaron Rosenberg,Gil Doud,"To Hell and Back (Murphy book) (To Hell and Back 1949 memoir, Audie Murphy)","Audie Murphy Marshall Thompson Charles Drake (actor), Charles Drake",Irving Gertz William Lava Henry Mancini Lou Maury,Maury Gertsman,Edward Curtiss,,"Film date, 1955, 08, 17, San Antonio, ref1=",106 minutes,United States,English,"$500,000","$5,799,852 (US and Canada rentals)efn, Please note this figure is rentals accruing to film distributors, not total money earned at the box office.",,,https://www.imdb.com/title/tt1654053/,,,,https://www.rottentomatoes.com/m/to_hell_and_back,Webarchive template wayback links | 1955 films | 1955 war films | 1950s biographical films | American war films | American biographical films | American World War II films | World War II films based on actual events | Films about the Italian campaign (World War II) | Films about the Western Front (World War II) | Films based on non-fiction books | Films based on autobiographies | American CinemaScope films | Audie Murphy | Universal Pictures films | Films scored by Irving Gertz | Films scored by Henry Mancini | Films scored by William Lava | Biographical films about military personnel | Films directed by Jesse Hibbs | 1955 English-language films | 1955 American films | English-language war films | English-language biographical films
1955,10,The Sea Chase,Warner Bros. Pictures,6000000,"$6,000,000",https://en.wikipedia.org/wiki/The_Sea_Chase,https://en.wikipedia.org/wiki/List_of_1955_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1955,ok,The Sea Chase,The Sea Chase 1955.jpg,https://upload.wikimedia.org/wikipedia/en/f/f5/The_Sea_Chase_1955.jpg,https://upload.wikimedia.org/wikipedia/en/f/f5/The_Sea_Chase_1955.jpg,https://en.wikipedia.org/wiki/The_Sea_Chase,https://en.wikipedia.org/wiki/File:The_Sea_Chase_1955.jpg,covers/1955_10_the_sea_chase.jpg,2026-05-21T13:26:48,ok,,2026-05-25T14:50:18,The Sea Chase,The Sea Chase,https://en.wikipedia.org/wiki/The_Sea_Chase,John Farrow,John Farrow,James Warner Bellah and John Twist Frank S. Nugent (uncredited),The Sea Chase 1948 novel (Andrew Geer),"Plain list, John Wayne Lana Turner David Farrar Lyle Bettger Tab Hunter James Arness Dick Davalos John Qualen",Roy Webb,William Clothier,William Ziegler,,1955-06-04,116-17 minutes,United States,English,,$6 million (US),,,https://www.imdb.com/title/tt0048593/,,,,,1955 films | Vague or ambiguous time from April 2023 | 1955 drama films | American war drama films | Films based on American novels | Films directed by John Farrow | Films set in New Zealand | Films set in Chile | Films shot in Hawaii | Warner Bros. films | World War II naval films | Films scored by Roy Webb | American CinemaScope films | 1955 English-language films | 1955 American films | 1950s war drama films | English-language war drama films
1956,1,Guys and Dolls,Metro-Goldwyn-Mayer,9000000,"$9,000,000",https://en.wikipedia.org/wiki/Guys_and_Dolls_(film),https://en.wikipedia.org/wiki/List_of_1956_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1956,ok,Guys and Dolls (film),Guys and dolls movieposter.jpg,https://upload.wikimedia.org/wikipedia/en/f/f6/Guys_and_dolls_movieposter.jpg,https://upload.wikimedia.org/wikipedia/en/f/f6/Guys_and_dolls_movieposter.jpg,https://en.wikipedia.org/wiki/Guys_and_Dolls_%28film%29,https://en.wikipedia.org/wiki/File:Guys_and_dolls_movieposter.jpg,covers/1956_1_guys_and_dolls.jpg,2026-05-21T13:42:53,ok,,2026-05-25T14:50:18,Guys and Dolls (film),Guys and Dolls (film),https://en.wikipedia.org/wiki/Guys_and_Dolls_(film),Joseph L. Mankiewicz,Samuel Goldwyn,Joseph L. Mankiewicz,"Guys and Dolls by Abe Burrows, Jo Swerling, Frank Loesser, Damon Runyon","Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine, Stubby Kaye, Johnny Silver, Robert Keith (actor), Robert Keith, B.S. Pully",Frank Loesser,Harry Stradling,Daniel Mandell,Samuel Goldwyn Productions,1955-11-03,150 minutes,United States,English,$5.5 million,$6.8 million (US/Canada rentals),,,https://www.imdb.com/title/tt0047296/trivia,,,,https://www.rottentomatoes.com/m/guys_and_dolls,1955 films | Rotten Tomatoes ID same as Wikidata | Rotten Tomatoes template using name parameter | 1955 American films | 1955 English-language films | 1950s crime comedy films | 1950s romantic musical films | American CinemaScope films | American crime comedy films | American films about gambling | American romantic musical films | Best Musical or Comedy Picture Golden Globe winners | English-language crime comedy films | English-language romantic musical films | Films based on adaptations | Films based on musicals | Films based on works by Damon Runyon | Films based on short fiction | Films about craps | Films directed by Joseph L. Mankiewicz | Films featuring a Best Musical or Comedy Actress Golden Globe winning performance | Films set in Cuba | Films set in New York City | Films with screenplays by Joseph L. Mankiewicz | Metro-Goldwyn-Mayer films | Samuel Goldwyn Productions films
1956,2,The King and I,20th Century-Fox,8500000,"$8,500,000",https://en.wikipedia.org/wiki/The_King_and_I_(1956_film),https://en.wikipedia.org/wiki/List_of_1956_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1956,ok,The King and I (1956 film),Original movie poster for the film The King and I.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Original_movie_poster_for_the_film_The_King_and_I.jpg/250px-Original_movie_poster_for_the_film_The_King_and_I.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Original_movie_poster_for_the_film_The_King_and_I.jpg/250px-Original_movie_poster_for_the_film_The_King_and_I.jpg,https://en.wikipedia.org/wiki/The_King_and_I_%281956_film%29,https://en.wikipedia.org/wiki/File:Original_movie_poster_for_the_film_The_King_and_I.jpg,covers/1956_2_the_king_and_i.jpg,2026-05-21T13:42:53,ok,,2026-05-25T14:50:18,The King and I (1956 film),The King and I (1956 film),https://en.wikipedia.org/wiki/The_King_and_I_(1956_film),Walter Lang,Charles Brackett,Ernest Lehman,"The King and I 1951 musical (Richard Rodgers and Oscar Hammerstein II) Anna and the King of Siam (novel) (Anna and the King of Siam 1944 novel, Margaret Landon)","Deborah Kerr Yul Brynner Rita Moreno Martin Benson (actor), Martin Benson Rex Thompson",Richard Rodgers,Leon Shamroy,Robert Simpson,,1956-06-28,"133 minutes 144 minutes (with Overture, Entr'acte, and Exit Music)",United States,English,$4.55 million,$21.3 million,,,https://www.imdb.com/title/tt0049408/releaseinfo,,,,https://www.rottentomatoes.com/m/1011605-king_and_i,Webarchive template wayback links | 1956 films | The King and I | 1956 musical films | 1956 romantic drama films | 1956 American films | 1956 English-language films | 1950s romantic musical films | 20th Century Fox films | American CinemaScope films | American romantic drama films | American romantic musical films | Best Musical or Comedy Picture Golden Globe winners | Censored films | Cultural depictions of Anna Leonowens | Cultural depictions of Mongkut | English-language romantic drama films | English-language romantic musical films | Film censorship in Thailand | Films about interracial romance | Films about kings | Films about royalty | Films about teacher–student relationships | Films adapted into television shows | Films based on adaptations | Films based on musicals by Rodgers and Hammerstein | Films directed by Walter Lang | Films featuring a Best Actor Academy Award–winning performance | Films featuring a Best Musical or Comedy Actress Golden Globe winning performance | Films produced by Charles Brackett | Films scored by Alfred Newman | Films scored by Ken Darby | Films set in 1862 | Films set in Bangkok | Films that won the Best Costume Design Academy Award | Films that won the Best Original Score Academy Award | Films that won the Best Sound Mixing Academy Award | Films whose production designer won the Best Production Design Academy Award | Films with screenplays by Ernest Lehman | Musical films based on actual events | Whitewashing in film
1956,3,Trapeze,United Artists,7500000,"$7,500,000",https://en.wikipedia.org/wiki/Trapeze_(film),https://en.wikipedia.org/wiki/List_of_1956_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1956,ok,Trapeze (film),Trapezeposter.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Trapezeposter.jpg/250px-Trapezeposter.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Trapezeposter.jpg/250px-Trapezeposter.jpg,https://en.wikipedia.org/wiki/Trapeze_%28film%29,https://en.wikipedia.org/wiki/File:Trapezeposter.jpg,covers/1956_3_trapeze.jpg,2026-05-21T13:42:53,ok,,2026-05-25T14:50:18,Trapeze (film),Trapeze (film),https://en.wikipedia.org/wiki/Trapeze_(film),Carol Reed,James Hill,Liam O'Brien (adaptation) James R. Webb (screenplay),The Killing Frost 1950 novel (Max Catto),Burt Lancaster Tony Curtis Gina Lollobrigida,Malcolm Arnold,Robert Krasker,Bert Bates,,1956-05-30,105 minutes,United States,English Italian,$4 million,$15.5 million (US),,,https://www.imdb.com/title/tt0049875/,,,,,1956 films | 1956 drama films | American drama films | American CinemaScope films | Circus films | Films based on British novels | Films directed by Carol Reed | Films produced by Burt Lancaster | Films produced by James Hill | Films produced by Harold Hecht | Films scored by Malcolm Arnold | Films with screenplays by Ben Hecht | Films with screenplays by James R. Webb | Films with screenplays by Wolf Mankowitz | Norma Productions films | United Artists films | 1956 English-language films | 1956 American films | English-language drama films
1956,4,High Society,Metro-Goldwyn-Mayer,6500000,"$6,500,000",https://en.wikipedia.org/wiki/High_Society_(1956_film),https://en.wikipedia.org/wiki/List_of_1956_box_office_number-one_films_in_the_United_States,Highest-grossing films of 1956,ok,High Society (1956 film),High society1956 poster.jpg,https://upload.wikimedia.org/wikipedia/en/5/5b/High_society1956_poster.jpg,https://upload.wikimedia.org/wikipedia/en/5/5b/High_society1956_poster.jpg,https://en.wikipedia.org/wiki/High_Society_%281956_film%29,https://en.wikipedia.org/wiki/File:High_society1956_poster.jpg,covers/1956_4_high_society.jpg,2026-05-21T13:42:53,ok,,2026-05-25T14:50:18,High Society (1956 film),High Society (1956 film),https://en.wikipedia.org/wiki/High_Society_(1956_film),Charles Walters,Sol C. Siegel,John Patrick,"The Philadelphia Story (play) (The Philadelphia Story 1939 play, Philip Barry)",Bing Crosby Grace Kelly Frank Sinatra,Cole Porter,Paul C. Vogel,Ralph E. Winters,,1956-07-17,111 minutes,United States,English,$2.8 million,$8.2 million (rentals),,,https://www.imdb.com/title/tt0049314/,,,,https://www.rottentomatoes.com/m/high_society,Webarchive template wayback links | 1956 films | 1956 musical comedy films | 1956 romantic comedy films | 1956 American films | 1956 English-language films | 1950s romantic musical films | American films based on plays | American musical comedy films | American romantic comedy films | American romantic musical films | Comedy film remakes | Comedy of remarriage films | English-language musical comedy films | English-language romantic comedy films | English-language romantic musical films | Films about music and musicians | Films about social class | Films about socialites | Films about tabloid journalism | Films about weddings in the United States | Films directed by Charles Walters | Films produced by Sol C. Siegel | Films scored by Cole Porter | Films scored by Johnny Green | Films scored by Saul Chaplin | Films set in country houses | Films set in Rhode Island | Films shot in Los Angeles | Films shot in Rhode Island | Metro-Goldwyn-Mayer films | Musical film remakes | Remakes of American films | Romance film remakes | United States National Film Registry films | VistaVision films
